"","Provider Name","County","State","Ownership Type","CMS Provider Number"
"1766","HEARTLAND HEALTH CARE CENTER-OAKLAND","Oakland","MI","Non profit","235626"
"1767","LAHSER HILLS CARE CENTRE","Oakland","MI","For profit","235320"
"1768","LAKE ORION NURSING CENTER","Oakland","MI","Non profit","235481"
"1769","LAKELAND CENTER (THE)","Oakland","MI","For profit","235589"
"1770","LOURDES REHABILITATION AND HEALTHCARE CENTER","Oakland","MI","Non profit","235252"
"1771","MARVIN & BETTY DANTO FAMILY HEALTH CARE CENTER","Oakland","MI","Non profit","235288"
"1772","MEDILODGE OF FARMINGTON","Oakland","MI","For profit","235293"
"1773","MEDILODGE OF ROCHESTER HILLS, INC","Oakland","MI","For profit","235036"
"1774","MEDILODGE OF SOUTHFIELD","Oakland","MI","For profit","235296"
"1775","MISSION POINT NURSING AND REHAB CENTER OF HOLLY","Oakland","MI","For profit","235722"
"1776","NOTTING HILL OF WEST BLOOMFIELD","Oakland","MI","For profit","235663"
"1777","OAKRIDGE MANOR NURSING & REHAB CENTER LLC","Oakland","MI","For profit","235322"
"1778","POMEROY LIVING ROCHESTER SKILLED REHABILITATION","Oakland","MI","For profit","235477"
"1779","SKLD BLOOMFIELD HILLS","Oakland","MI","For profit","235217"
"1780","THE MANOR OF NOVI","Oakland","MI","For profit","235529"
"1781","THE VILLA AT GREEN LAKE ESTATES","Oakland","MI","For profit","235489"
"1782","THE VILLA AT SILVERBELL ESTATES","Oakland","MI","For profit","235396"
"1783","WELLBRIDGE OF CLARKSTON","Oakland","MI","For profit","235726"
"1784","WELLBRIDGE OF NOVI, LLC","Oakland","MI","For profit","235702"
"1785","WEST BLOOMFIELD HEALTH AND REHABILITATION CENTER","Oakland","MI","For profit","235488"
"1786","WOODWARD HILLS HEALTH AND REHABILITATION CTR","Oakland","MI","For profit","235556"
"1787","INN AT FREEDOM VILLAGE, THE","Ottawa","MI","For profit","235548"
"1788","MEDILODGE OF ROGERS CITY","Presque Isle","MI","For profit","235553"
"1789","CHESANING NURSING AND REHABILITATION CENTER","Saginaw","MI","For profit","235641"
"1790","GREAT LAKES REHAB CENTER","Saginaw","MI","For profit","235442"
"1791","HOYT NURSING & REHAB CENTRE","Saginaw","MI","For profit","235056"
"1792","SAMARITAS SENIOR LIVING SAGINAW","Saginaw","MI","Non profit","235250"
"1793","WELLSPRING LUTHERAN SERVICES","Saginaw","MI","Non profit","235269"
"1794","DURAND SENIOR CARE AND REHAB CENTER, L L C","Shiawassee","MI","For profit","235123"
"1795","MEDILODGE OF PORT HURON","St. Clair","MI","For profit","235421"
"1796","MEDILODGE OF ST CLAIR","St. Clair","MI","For profit","235370"
"1797","MEDILODGE OF CASS CITY","Tuscola","MI","For profit","235286"
"1798","TUSCOLA COUNTY MEDICAL CARE FACILITY","Tuscola","MI","Government","235089"
"1799","CHELSEA RETIREMENT COMMUNITY","Washtenaw","MI","Non profit","235021"
"1800","HEARTLAND HEALTH CARE CENTER-ANN ARBOR","Washtenaw","MI","Non profit","235580"
"1801","REGENCY AT BLUFFS PARK","Washtenaw","MI","For profit","235658"
"1802","THE VILLA AT PARKRIDGE","Washtenaw","MI","For profit","235503"
"1803","ADVANTAGE LIVING CENTER - HARPER WOODS","Wayne","MI","For profit","235480"
"1804","ADVANTAGE LIVING CENTER - WAYNE","Wayne","MI","For profit","235521"
"1805","AERIUS HEALTH CENTER","Wayne","MI","For profit","235725"
"1806","AMBASSADOR, A VILLA CENTER","Wayne","MI","For profit","235102"
"1807","APPLEWOOD NURSING CENTER INC","Wayne","MI","For profit","235375"
"1808","BELLE FOUNTAIN NURSING & REHABILITATION CENTER","Wayne","MI","For profit","235376"
"1809","BOULEVARD TEMPLE CARE CENTER, LLC","Wayne","MI","For profit","235498"
"1810","CHERRY HILL FOR NURSING AND REHABILITATION","Wayne","MI","For profit","235228"
"1811","FAIRLANE SENIOR CARE AND REHAB CENTER","Wayne","MI","For profit","235445"
"1812","FOUR CHAPLAINS NRSG CARE CTR","Wayne","MI","For profit","235467"
"1813","FOUR SEASONS NURSING CENTER OF WESTLAND","Wayne","MI","For profit","235578"
"1814","HARTFORD NURSING & REHABILITATION CENTER","Wayne","MI","For profit","235177"
"1815","HEARTLAND HEALTH CARE CENTER - GROSSE POINTE WOODS","Wayne","MI","Non profit","235109"
"1816","HEARTLAND HEALTH CARE CENTER-ALLEN PARK","Wayne","MI","Non profit","235439"
"1817","HEARTLAND HEALTH CARE CENTER-CANTON","Wayne","MI","Non profit","235618"
"1818","HEARTLAND HEALTH CARE CENTER-DEARBORN HEIGHTS","Wayne","MI","Non profit","235428"
"1819","HEARTLAND HEALTH CARE CENTER-LIVONIA","Wayne","MI","Non profit","235057"
"1820","HENRY FORD VILLAGE, INC","Wayne","MI","Non profit","235593"
"1821","HERITAGE MANOR NURSING AND REHAB CENTER","Wayne","MI","For profit","235234"
"1822","IMPERIAL, A VILLA CENTER","Wayne","MI","For profit","235514"
"1823","MARYCREST MANOR","Wayne","MI","Non profit","235120"
"1824","MEDILODGE OF TAYLOR","Wayne","MI","For profit","235300"
"1825","OAKPOINTE SENIOR CARE AND REHAB CENTER","Wayne","MI","For profit","235207"
"1826","OMNI CONTINUING CARE","Wayne","MI","For profit","235500"
"1827","REGENCY AT CANTON","Wayne","MI","For profit","235657"
"1828","REGENCY AT LIVONIA","Wayne","MI","For profit","235479"
"1829","REGENCY HEIGHTS-DETROIT","Wayne","MI","For profit","235452"
"1830","REGENCY, A VILLA CENTER","Wayne","MI","For profit","235333"
"1831","RIVERGATE HEALTH CARE CENTER","Wayne","MI","For profit","235297"
"1832","RIVERGATE TERRACE","Wayne","MI","For profit","235516"
"1833","RIVERVIEW HEALTH & REHAB CENTER","Wayne","MI","For profit","235659"
"1834","SKLD LIVONIA","Wayne","MI","For profit","235365"
"1835","SKLD PLYMOUTH","Wayne","MI","For profit","235351"
"1836","THE BAY AT ELMWOOD HEALTH & REHABILITATION CENTER","Wayne","MI","For profit","235454"
"1837","THE VILLA AT GREAT LAKES CROSSING","Wayne","MI","For profit","235402"
"1838","THE VILLA AT THE PARK","Wayne","MI","For profit","235463"
"1839","WEST OAKS SENIOR CARE & REHAB CENTER","Wayne","MI","For profit","235374"
"1840","WESTLAND, A VILLA CENTER","Wayne","MI","For profit","235332"
"1841","ANOKA REHABILITATION AND LIVING CENTER","Anoka","MN","Non profit","245205"
"1842","CAMILIA ROSE CARE CENTER LLC","Anoka","MN","For profit","245353"
"1843","ST JOHN LUTHERAN HOME","Brown","MN","Non profit","245407"
"1844","EVENTIDE LUTHERAN HOME","Clay","MN","Non profit","245461"
"1845","MOORHEAD REHABILITATION & HEALTHCARE CENTER","Clay","MN","For profit","245052"
"1846","AUGUSTANA CHAPEL VIEW CARE CENTER","Hennepin","MN","Non profit","245493"
"1847","BENEDICTINE HEALTH CENTER OF MINNEAPOLIS","Hennepin","MN","Non profit","245266"
"1848","BYWOOD EAST HEALTH CARE","Hennepin","MN","For profit","24E185"
"1849","CATHOLIC ELDERCARE ON MAIN","Hennepin","MN","Non profit","245439"
"1850","CENTENNIAL GARDENS FOR NURSING & REHABILITATION","Hennepin","MN","For profit","245289"
"1851","COVENANT LIVING OF GOLDEN VALLEY CARE & REHAB CTR","Hennepin","MN","Non profit","245322"
"1852","EDENBROOK OF EDINA","Hennepin","MN","Non profit","245275"
"1853","FRIENDSHIP VILLAGE OF BLOOMINGTON","Hennepin","MN","Non profit","245229"
"1854","GOOD SAMARITAN AMBASSADOR","Hennepin","MN","Non profit","245149"
"1855","HOPKINS HEALTH SERVICES","Hennepin","MN","For profit","245293"
"1856","JONES HARRISON RESIDENCE","Hennepin","MN","Non profit","245460"
"1857","MARTIN LUTHER CARE CENTER","Hennepin","MN","For profit","245272"
"1858","MINNESOTA MASONIC HOME CARE CENTER","Hennepin","MN","Non profit","245343"
"1859","MN VETERANS HOME MINNEAPOLIS","Hennepin","MN","Government","245620"
"1860","MOUNT OLIVET CAREVIEW HOME","Hennepin","MN","Non profit","245071"
"1861","NORTH RIDGE HEALTH AND REHAB","Hennepin","MN","For profit","245183"
"1862","PRESBYTERIAN HOMES OF BLOOMINGTON","Hennepin","MN","For profit","245556"
"1863","PROVIDENCE PLACE","Hennepin","MN","Non profit","245271"
"1864","SAINT THERESE AT OXBOW LAKE","Hennepin","MN","Non profit","245619"
"1865","SHOLOM HOME WEST","Hennepin","MN","Non profit","245574"
"1866","THE BIRCHES AT TRILLIUM WOODS","Hennepin","MN","For profit","245627"
"1867","THE ESTATES AT EXCELSIOR LLC","Hennepin","MN","For profit","245332"
"1868","THE VILLA AT BRYN MAWR","Hennepin","MN","For profit","245203"
"1869","THE VILLA AT ST LOUIS PARK","Hennepin","MN","For profit","245182"
"1870","WALKER METHODIST HEALTH CENTER","Hennepin","MN","Non profit","245055"
"1871","GOOD SAMARITAN SOCIETY - INTERNATIONAL FALLS","Koochiching","MN","Non profit","245318"
"1872","MEEKER MANOR REHABILITATION CENTER, LLC","Meeker","MN","For profit","245361"
"1873","PARKVIEW MANOR NURSING HOME","Nobles","MN","Government","245553"
"1874","CHARTER HOUSE","Olmsted","MN","Non profit","245282"
"1875","ROCHESTER EAST HEALTH SERVICES","Olmsted","MN","For profit","245184"
"1876","ROCHESTER REHABILITATION AND LIVING CENTER","Olmsted","MN","Non profit","245626"
"1877","BENEDICTINE HEALTH CENTER INNSBRUCK","Ramsey","MN","Non profit","245310"
"1878","CAPITOL VIEW TRANSITIONAL CARE CENTER","Ramsey","MN","Non profit","245534"
"1879","CERENITY CARE CENTER ON HUMBOLDT","Ramsey","MN","Non profit","245255"
"1880","GALTIER A VILLA CENTER","Ramsey","MN","For profit","245340"
"1881","NEW BRIGHTON A VILLA CENTER","Ramsey","MN","For profit","245164"
"1882","NEW BRIGHTON CARE CENTER","Ramsey","MN","For profit","245421"
"1883","PRESBYTERIAN HOMES OF ARDEN HILLS","Ramsey","MN","Non profit","245424"
"1884","ROSE OF SHARON A VILLA CENTER","Ramsey","MN","For profit","245326"
"1885","THE EMERALDS AT ST PAUL LLC","Ramsey","MN","For profit","245295"
"1886","THE ESTATES AT ROSEVILLE LLC","Ramsey","MN","For profit","245105"
"1887","NORTHFIELD CARE CENTER INC","Rice","MN","Non profit","245561"
"1888","GABLES OF BOUTWELLS LANDING","Washington","MN","Non profit","245615"
"1889","WOODBURY HEALTH CARE CENTER","Washington","MN","Non profit","245235"
"1890","ST FRANCIS HOME","Wilkin","MN","Non profit","245265"
"1891","SAUER HEALTH CARE","Winona","MN","Non profit","245102"
"1892","THE ESTATES AT DELANO LLC","Wright","MN","For profit","245336"
"1893","GRANDVIEW HEALTHCARE CENTER","Franklin","MO","For profit","265374"
"1894","FRONTIER HEALTH & REHABILITATION","St. Charles","MO","For profit","265118"
"1895","DELMAR GARDENS NORTH","St. Louis","MO","For profit","265325"
"1896","LIFE CARE CENTER OF ST LOUIS","St. Louis City","MO","For profit","265610"
"1897","DIVERSICARE OF AMORY","Monroe","MS","For profit","255119"
"1898","CARRINGTON, LLC D/B/A THE CARRINGTON","Oktibbeha","MS","For profit","255301"
"1899","MS CARE CENTER OF RALEIGH","Smith","MS","For profit","255342"
"1900","TUNICA COUNTY HEALTH & REHAB, LLC","Tunica","MS","For profit","255334"
"1901","MARIAS CARE CENTER","Toole","MT","For profit","275061"
"1902","THREE RIVERS HEALTH AND REHAB","Bertie","NC","For profit","345404"
"1903","AUTUMN CARE OF DREXEL","Burke","NC","For profit","345222"
"1904","GRACE HEIGHTS HEALTH & REHABILITATION","Burke","NC","For profit","345187"
"1905","FIVE OAKS MANOR","Cabarrus","NC","For profit","345186"
"1906","THE LAURELS OF CHATHAM","Chatham","NC","For profit","345421"
"1907","CLEVELAND PINES","Cleveland","NC","Non profit","345282"
"1908","LIBERTY COMMONS N&R CTR OF COLUMBUS CTY","Columbus","NC","For profit","345207"
"1909","PREMIER LIVING AND REHAB CENTER","Columbus","NC","For profit","345185"
"1910","VILLAGE GREEN HEALTH AND REHABILITATION","Cumberland","NC","For profit","345380"
"1911","PEAK RESOURCES-OUTER BANKS","Dare","NC","For profit","345226"
"1912","ALSTON BROOK","Davidson","NC","For profit","345066"
"1913","DURHAM NURSING & REHABILITATION CENTER","Durham","NC","For profit","345070"
"1914","HILLCREST CONVALESCENT CENTER","Durham","NC","For profit","345001"
"1915","PRUITTHEALTH-CAROLINA POINT","Durham","NC","For profit","345551"
"1916","TREYBURN REHABILITATION CENTER","Durham","NC","For profit","345458"
"1917","LOUISBURG HEALTHCARE & REHABILITATION CENTER","Franklin","NC","For profit","345358"
"1918","CAMDEN HEALTH AND REHABILITATION","Guilford","NC","For profit","345547"
"1919","CLAPPS NURSING CENTER INC","Guilford","NC","For profit","345024"
"1920","UNIVERSAL HEALTH CARE LILLINGTON","Harnett","NC","For profit","345213"
"1921","BRIAN CTR HEALTH & REHAB/HENDERSONVILLE","Henderson","NC","For profit","345312"
"1922","THE LAURELS OF HENDERSONVILLE","Henderson","NC","For profit","345322"
"1923","THE LODGE AT MILLS RIVER","Henderson","NC","For profit","345253"
"1924","AUTUMN CARE OF STATESVILLE","Iredell","NC","For profit","345511"
"1925","SPRINGBROOK NURSING & REHABILITATION  CENTER","Johnston","NC","For profit","345569"
"1926","NC STATE VETERANS HOME-KINSTON","Lenoir","NC","Government","345560"
"1927","AUTUMN CARE OF CORNELIUS","Mecklenburg","NC","For profit","345567"
"1928","CARRINGTON PLACE","Mecklenburg","NC","For profit","345103"
"1929","HUNTER WOODS NURSING AND REHAB","Mecklenburg","NC","For profit","345388"
"1930","HUNTERSVILLE OAKS","Mecklenburg","NC","Non profit","345096"
"1931","PAVILION HEALTH CENTER AT BRIGHTMORE","Mecklenburg","NC","For profit","345563"
"1932","PINEHURST HEALTHCARE & REHABILITATION CENTER","Moore","NC","For profit","345370"
"1933","RICH  SQUARE NURSING & REHAB","Northampton","NC","For profit","345356"
"1934","SIGNATURE HEALTHCARE OF CHAPEL HILL","Orange","NC","For profit","345225"
"1935","AUTUMN CARE OF SALUDA","Polk","NC","For profit","345351"
"1936","WHITE OAK MANOR - TRYON","Polk","NC","For profit","345127"
"1937","LIBERTY COMMONS NSG & REHAB  CTR OF ROWAN COUNTY","Rowan","NC","For profit","345503"
"1938","NC STATE VETERANS HOME - SALISBURY","Rowan","NC","For profit","345531"
"1939","SALISBURY CENTER","Rowan","NC","For profit","345286"
"1940","VILLAGE CARE OF KING","Stokes","NC","For profit","345381"
"1941","AUTUMN CARE OF MARSHVILLE","Union","NC","For profit","345268"
"1942","MONROE REHABILITATION CENTER","Union","NC","For profit","345254"
"1943","PELICAN HEALTH HENDERSON LLC","Vance","NC","For profit","345344"
"1944","SUNNYBROOK REHABILITATION CENTER","Wake","NC","For profit","345077"
"1945","WELLINGTON REHABILITATION AND HEALTHCARE","Wake","NC","For profit","345436"
"1946","MOUNT OLIVE CENTER","Wayne","NC","For profit","345126"
"1947","LONGLEAF NEURO-MEDICAL TREATMENT CENTER","Wilson","NC","Government","345192"
"1948","BETHANY ON 42ND","Cass","ND","Non profit","355123"
"1949","BETHANY ON UNIVERSITY","Cass","ND","Non profit","355086"
"1950","EVENTIDE AT SHEYENNE CROSSINGS","Cass","ND","Non profit","355124"
"1951","EVENTIDE FARGO","Cass","ND","Non profit","355127"
"1952","ROSEWOOD ON BROADWAY","Cass","ND","Non profit","355047"
"1953","THE MEADOWS ON UNIVERSITY","Cass","ND","For profit","355024"
"1954","VILLA MARIA","Cass","ND","Non profit","355079"
"1955","HILL TOP HOME OF COMFORT INC","Dunn","ND","Non profit","355092"
"1956","VALLEY SENIOR LIVING ON COLUMBIA","Grand Forks","ND","Non profit","355067"
"1957","SOURIS VALLEY CARE CENTER","Mchenry","ND","Non profit","355109"
"1958","SUNSET DRIVE - A PROSPERA COMMUNITY","Morton","ND","Non profit","355065"
"1959","GOOD SAMARITAN SOCIETY - LAKOTA","Nelson","ND","Non profit","355104"
"1960","PEMBILIER NURSING CENTER","Pembina","ND","Non profit","355057"
"1961","WEDGEWOOD MANOR","Pembina","ND","Non profit","355087"
"1962","MARYHILL MANOR","Ransom","ND","Non profit","355108"
"1963","LUTHERAN SUNSET HOME","Walsh","ND","Non profit","355084"
"1964","ST ALOISIUS MEDICAL CENTER NURSING HOME","Wells","ND","Non profit","355037"
"1965","DOUGLAS COUNTY HEALTH CENTER","Douglas","NE","Government","285019"
"1966","ST. JOSEPH'S REHABILITATION & CARE CENTER","Madison","NE","Non profit","285160"
"1967","PAPILLION MANOR","Sarpy","NE","Non profit","285268"
"1968","HANOVER HILL HEALTH CARE CENTER","Hillsborough","NH","For profit","305009"
"1969","DERRY CENTER FOR REHABILITATION AND HEALTHCARE","Rockingham","NH","For profit","305095"
"1970","PLEASANT VALLEY NURSING CENTER","Rockingham","NH","For profit","305039"
"1971","COMPLETE CARE AT LINWOOD, LLC","Atlantic","NJ","For profit","315185"
"1972","EGG HARBOR CARE CENTER","Atlantic","NJ","For profit","315514"
"1973","HAMMONTON CENTER FOR REHABILITATION AND HEALTHCARE","Atlantic","NJ","For profit","315209"
"1974","PREFERRED CARE AT ABSECON","Atlantic","NJ","For profit","315244"
"1975","RENAISSANCE PAVILION","Atlantic","NJ","Non profit","315495"
"1976","ROYAL SUITES HEALTH CARE & REHABILITATION","Atlantic","NJ","For profit","315503"
"1977","ALARIS HEALTH AT ROCHELLE PARK","Bergen","NJ","For profit","315308"
"1978","ALARIS HEALTH AT THE CHATEAU","Bergen","NJ","For profit","315494"
"1979","ALLENDALE NURSING HOME","Bergen","NJ","For profit","315497"
"1980","ARMENIAN NURSING AND REHABILITATION CENTER","Bergen","NJ","Non profit","315402"
"1981","ATRIUM POST ACUTE CARE OF PARK RIDGE","Bergen","NJ","For profit","315438"
"1982","BERGEN COUNTY HEALTH CARE CTR","Bergen","NJ","Government","315436"
"1983","BERGEN NEW BRIDGE  MEDICAL CENTER","Bergen","NJ","Government","315017"
"1984","BUCKINGHAM AT NORWOOD, THE","Bergen","NJ","For profit","315290"
"1985","CARE ONE AT CRESSKILL","Bergen","NJ","For profit","315313"
"1986","CARE ONE AT NEW MILFORD","Bergen","NJ","For profit","315306"
"1987","CARE ONE AT ORADELL","Bergen","NJ","For profit","315339"
"1988","CARE ONE AT RIDGEWOOD AVENUE","Bergen","NJ","For profit","315426"
"1989","CARE ONE AT TEANECK","Bergen","NJ","For profit","315502"
"1990","CARE ONE AT VALLEY","Bergen","NJ","For profit","315369"
"1991","CARE ONE AT WELLINGTON","Bergen","NJ","For profit","315152"
"1992","CHRISTIAN HEALTH CARE CENTER","Bergen","NJ","Non profit","315376"
"1993","COUNTY MANOR REHABILITATION & HCC","Bergen","NJ","For profit","315164"
"1994","DELLRIDGE HEALTH & REHABILITATION CENTER","Bergen","NJ","For profit","315129"
"1995","EMERSON HEALTH CARE CENTER","Bergen","NJ","For profit","315360"
"1996","FAMILY OF CARING HEALTHCARE AT RIDGEWOOD","Bergen","NJ","For profit","315434"
"1997","HACKENSACK MERIDIAN HEALTH NURSING & REHAB","Bergen","NJ","Non profit","315295"
"1998","HACKENSACK MERIDIAN HEALTH PROSPECT HEIGHTS CARE C","Bergen","NJ","For profit","315460"
"1999","JEWISH HOME AT ROCKLEIGH","Bergen","NJ","Non profit","315473"
"2000","MAPLE GLEN CENTER","Bergen","NJ","For profit","315328"
"2001","MAYWOOD CENTER FOR HEALTH AND REHABILITATION","Bergen","NJ","For profit","315386"
"2002","N J VETERANS MEM HOME PARAMUS","Bergen","NJ","Government","315346"
"2003","OAKLAND REHABILITATION AND HEALTHCARE  CENTER","Bergen","NJ","For profit","315171"
"2004","RIDGEWOOD CENTER","Bergen","NJ","For profit","315158"
"2005","TEANECK NURSING CENTER","Bergen","NJ","For profit","315037"
"2006","WOODCLIFF LAKE HEALTH & REHABILITATION CENTER","Bergen","NJ","For profit","315133"
"2007","ASPEN HILLS HEALTHCARE CENTER","Burlington","NJ","For profit","315260"
"2008","BURLINGTON WOODS","Burlington","NJ","For profit","315050"
"2009","CAMBRIDGE REHABILITATION AND HEALTHCARE CENTER","Burlington","NJ","Non profit","315201"
"2010","CARE ONE AT EVESHAM","Burlington","NJ","For profit","315464"
"2011","CARE ONE AT MOORESTOWN","Burlington","NJ","For profit","315482"
"2012","LAUREL BROOK REHABILITATION AND HEALTHCARE CENTER","Burlington","NJ","For profit","315524"
"2013","MARCELLA CENTER","Burlington","NJ","For profit","315330"
"2014","MASONIC VILLAGE AT BURLINGTON","Burlington","NJ","Non profit","315166"
"2015","MEDFORD LEAS","Burlington","NJ","Non profit","315144"
