provnum,def_count,provname,county,state,ownership_type
335777,1,FATHER BAKER MANOR,Erie,NY,Non profit
335792,1,NORTHERN MANHATTAN REHABILITATION AND NURSING CTR,New York,NY,For profit
335798,1,TOWNHOUSE CENTER FOR REHABILITATION & NURSING,Nassau,NY,For profit
335805,0,DR SUSAN SMITH MCKINNEY NURSING AND REHAB CENTER,Kings,NY,Government
335808,1,HEMPSTEAD PARK NURSING HOME,Nassau,NY,For profit
335814,0,ELMHURST CARE CENTER INC,Queens,NY,For profit
335835,0,ISLAND NURSING AND REHAB CENTER,Suffolk,NY,Non profit
335842,0,PECONIC LANDING AT SOUTHOLD,Suffolk,NY,Non profit
345001,0,HILLCREST CONVALESCENT CENTER,Durham,NC,For profit
345024,1,CLAPPS NURSING CENTER INC,Guilford,NC,For profit
345066,1,ALSTON BROOK,Davidson,NC,For profit
345070,0,DURHAM NURSING & REHABILITATION CENTER,Durham,NC,For profit
345077,0,SUNNYBROOK REHABILITATION CENTER,Wake,NC,For profit
345096,0,HUNTERSVILLE OAKS,Mecklenburg,NC,Non profit
345103,0,CARRINGTON PLACE,Mecklenburg,NC,For profit
345126,2,MOUNT OLIVE CENTER,Wayne,NC,For profit
345127,1,WHITE OAK MANOR - TRYON,Polk,NC,For profit
345185,1,PREMIER LIVING AND REHAB CENTER,Columbus,NC,For profit
345186,0,FIVE OAKS MANOR,Cabarrus,NC,For profit
345187,0,GRACE HEIGHTS HEALTH & REHABILITATION,Burke,NC,For profit
345192,0,LONGLEAF NEURO-MEDICAL TREATMENT CENTER,Wilson,NC,Government
345207,1,LIBERTY COMMONS N&R CTR OF COLUMBUS CTY,Columbus,NC,For profit
345213,0,UNIVERSAL HEALTH CARE LILLINGTON,Harnett,NC,For profit
345222,0,AUTUMN CARE OF DREXEL,Burke,NC,For profit
345225,1,SIGNATURE HEALTHCARE OF CHAPEL HILL,Orange,NC,For profit
345226,0,PEAK RESOURCES-OUTER BANKS,Dare,NC,For profit
345253,0,THE LODGE AT MILLS RIVER,Henderson,NC,For profit
345254,0,MONROE REHABILITATION CENTER,Union,NC,For profit
345268,0,AUTUMN CARE OF MARSHVILLE,Union,NC,For profit
345282,0,CLEVELAND PINES,Cleveland,NC,Non profit
345286,1,SALISBURY CENTER,Rowan,NC,For profit
345312,1,BRIAN CTR HEALTH & REHAB/HENDERSONVILLE,Henderson,NC,For profit
345322,0,THE LAURELS OF HENDERSONVILLE,Henderson,NC,For profit
345344,0,PELICAN HEALTH HENDERSON LLC,Vance,NC,For profit
345351,1,AUTUMN CARE OF SALUDA,Polk,NC,For profit
345356,0,RICH  SQUARE NURSING & REHAB,Northampton,NC,For profit
345358,0,LOUISBURG HEALTHCARE & REHABILITATION CENTER,Franklin,NC,For profit
345370,0,PINEHURST HEALTHCARE & REHABILITATION CENTER,Moore,NC,For profit
345380,0,VILLAGE GREEN HEALTH AND REHABILITATION,Cumberland,NC,For profit
345381,1,VILLAGE CARE OF KING,Stokes,NC,For profit
345388,0,HUNTER WOODS NURSING AND REHAB,Mecklenburg,NC,For profit
345404,0,THREE RIVERS HEALTH AND REHAB,Bertie,NC,For profit
345421,0,THE LAURELS OF CHATHAM,Chatham,NC,For profit
345436,0,WELLINGTON REHABILITATION AND HEALTHCARE,Wake,NC,For profit
345458,0,TREYBURN REHABILITATION CENTER,Durham,NC,For profit
345503,0,LIBERTY COMMONS NSG & REHAB  CTR OF ROWAN COUNTY,Rowan,NC,For profit
345511,2,AUTUMN CARE OF STATESVILLE,Iredell,NC,For profit
345531,0,NC STATE VETERANS HOME - SALISBURY,Rowan,NC,For profit
345547,1,CAMDEN HEALTH AND REHABILITATION,Guilford,NC,For profit
345551,0,PRUITTHEALTH-CAROLINA POINT,Durham,NC,For profit
345560,0,NC STATE VETERANS HOME-KINSTON,Lenoir,NC,Government
345563,0,PAVILION HEALTH CENTER AT BRIGHTMORE,Mecklenburg,NC,For profit
345567,1,AUTUMN CARE OF CORNELIUS,Mecklenburg,NC,For profit
345569,1,SPRINGBROOK NURSING & REHABILITATION  CENTER,Johnston,NC,For profit
355024,3,THE MEADOWS ON UNIVERSITY,Cass,ND,For profit
355037,1,ST ALOISIUS MEDICAL CENTER NURSING HOME,Wells,ND,Non profit
355047,2,ROSEWOOD ON BROADWAY,Cass,ND,Non profit
355057,0,PEMBILIER NURSING CENTER,Pembina,ND,Non profit
355065,0,SUNSET DRIVE - A PROSPERA COMMUNITY,Morton,ND,Non profit
355067,3,VALLEY SENIOR LIVING ON COLUMBIA,Grand Forks,ND,Non profit
355079,3,VILLA MARIA,Cass,ND,Non profit
355084,0,LUTHERAN SUNSET HOME,Walsh,ND,Non profit
355086,1,BETHANY ON UNIVERSITY,Cass,ND,Non profit
355087,1,WEDGEWOOD MANOR,Pembina,ND,Non profit
355092,1,HILL TOP HOME OF COMFORT INC,Dunn,ND,Non profit
355104,2,GOOD SAMARITAN SOCIETY - LAKOTA,Nelson,ND,Non profit
355108,2,MARYHILL MANOR,Ransom,ND,Non profit
355109,1,SOURIS VALLEY CARE CENTER,Mchenry,ND,Non profit
355123,0,BETHANY ON 42ND,Cass,ND,Non profit
355124,0,EVENTIDE AT SHEYENNE CROSSINGS,Cass,ND,Non profit
355127,1,EVENTIDE FARGO,Cass,ND,Non profit
365030,0,CONCORD CARE CENTER OF TOLEDO,Lucas,OH,For profit
365047,1,FIRST COMMUNITY VILLAGE HEALTHCARE CTR,Franklin,OH,Non profit
365051,3,OHIO LIVING ROCKYNOL,Summit,OH,Non profit
365072,0,ANNA MARIA OF AURORA,Portage,OH,For profit
365094,0,MENORAH PARK CENTER FOR SENIOR,Cuyahoga,OH,Non profit
365134,0,HICKORY RIDGE NURSING & REHABILITATION  CENTER,Summit,OH,For profit
365162,2,WESLEYAN VILLAGE,Lorain,OH,Non profit
365178,0,KENWOOD TERRACE CARE CENTER,Hamilton,OH,For profit
365195,3,MCNAUGHTEN POINTE NURSING AND REHAB,Franklin,OH,For profit
365202,2,CARECORE AT LIMA LLC,Allen,OH,For profit
365256,0,"LAURELS OF WORTHINGTON, THE",Franklin,OH,For profit
365259,0,DIVINE REHABILITATION AND NURSING AT CANAL POINTE,Summit,OH,For profit
365275,0,OHIO LIVING PARK VISTA,Mahoning,OH,Non profit
365298,1,SHEPHERD OF THE VALLEY - NILES,Trumbull,OH,Non profit
365315,2,CAPITAL CITY GARDENS REHABILITATION AND NURSING CE,Franklin,OH,For profit
365317,1,SMITHVILLE WESTERN CARE CENTER,Wayne,OH,For profit
365339,2,PARK TERRACE NURSING AND REHABILITATION CENTER,Lucas,OH,For profit
365344,2,CRESTVIEW REHAB & SKILLED NRSG SRVCS,Fairfield,OH,For profit
365388,1,FRANKLIN PLAZA EXTENDED CARE,Cuyahoga,OH,For profit
365398,1,BEST CARE NURSING & REHAB CTR,Scioto,OH,For profit
365402,1,ALTERCARE OF ALLIANCE CTR FOR REHAB & NC INC,Stark,OH,For profit
365424,0,SOUTHBROOK CARE CENTER,Clark,OH,For profit
365448,2,REST HAVEN NURSING HOME INC,Darke,OH,For profit
365488,1,CONTINUING HEALTHCARE OF TOLEDO,Lucas,OH,For profit
365504,1,WESLEY GLEN HEALTH SERVICES CORP,Franklin,OH,Non profit
365521,1,SAINT LUKE LUTHERAN HOME,Stark,OH,Non profit
365532,0,GREENVILLE HEALTHCARE,Darke,OH,For profit
365551,3,CLOVERNOOK HEALTH CARE AND REHABILITATION CENTER,Hamilton,OH,For profit
365555,0,O'BRIEN MEMORIAL HEALTH CARE C,Trumbull,OH,For profit
365560,1,FRIENDSHIP VILLAGE OF DUBLIN,Franklin,OH,Non profit
365580,0,SHEPHERD OF THE VALLEY-BOARDMAN,Mahoning,OH,Non profit
365581,0,OHIO LIVING BRECKENRIDGE VILLAGE,Lake,OH,Non profit
365608,3,ARISTOCRAT BEREA HEALTHCARE AND REHABILITATION,Cuyahoga,OH,For profit
365611,2,HEARTLAND OF WESTERVILLE,Franklin,OH,Non profit
365617,1,WATERVILLE HEALTHCARE,Lucas,OH,For profit
365624,1,SKLD PERRYSBURG ILLUMINATE HC PERRYSBURG,Wood,OH,For profit
365633,0,THE COLONY HEALTHCARE CENTER,Summit,OH,For profit
365639,0,KINGSTON OF VERMILION,Lorain,OH,For profit
365658,3,CARDINAL WOODS SKILLED NURSING & REHAB CTR,Lake,OH,For profit
365665,2,MEADOW WIND HEALTH CARE CTR INC,Stark,OH,For profit
365674,1,ARBORS AT MINERVA,Carroll,OH,For profit
365685,0,O'NEILL HEALTHCARE NORTH RIDGEVILLE,Lorain,OH,For profit
365690,1,CEDARVIEW CARE CENTER,Warren,OH,For profit
365702,0,ACCORD CARE COMMUNITY MIDDLEBURG HEIGHTS,Cuyahoga,OH,For profit
365712,1,BROOKWOOD RETIREMENT COMMUNITY,Hamilton,OH,For profit
365715,1,ST MARY'S ALZHEIMER'S CENTER,Mahoning,OH,For profit
365718,1,ARBORS AT STREETSBORO,Portage,OH,For profit
365720,2,ARBORS AT STOW,Summit,OH,For profit
365727,1,PEBBLE CREEK,Summit,OH,For profit
365734,0,WEXFORD PLACE INC.,Hamilton,OH,For profit
365735,1,KOESTER PAVILION,Miami,OH,Non profit
365737,0,HEATHERDOWNS REHAB & RESIDENTI,Lucas,OH,For profit
365752,2,FOUNDATION PARK CARE CENTER,Lucas,OH,For profit
365758,3,PARMA CARE CENTER,Cuyahoga,OH,For profit
365760,1,VISTA CENTER OF BOARDMAN,Mahoning,OH,For profit
365763,2,ARBORS AT MIFFLIN,Richland,OH,For profit
365772,2,EASTGATE HEALTH CARE CENTER,Clermont,OH,For profit
365780,4,HEARTLAND OF MARIETTA,Washington,OH,Non profit
365784,0,WASHINGTON SQUARE HEALTHCARE CENTER,Trumbull,OH,For profit
365787,0,ELISABETH SEV PRENTISS CTR FOR,Cuyahoga,OH,Government
365796,2,WESTPARK NEUROLOGY AND REHABILITATION CENTER,Cuyahoga,OH,For profit
365799,1,WEST PARK CARE CENTER LLC,Franklin,OH,For profit
365823,3,VISTA CENTER AT THE RIDGE,Trumbull,OH,For profit
365847,1,BATH MANOR SPECIAL CARE CENTRE,Summit,OH,For profit
365865,1,MAIN STREET CARE CENTER,Lorain,OH,For profit
365870,0,JUDSON PARK,Cuyahoga,OH,Non profit
365882,3,SPRINGMEADE HEALTHCENTER,Miami,OH,Non profit
365892,0,BURLINGTON HOUSE REHAB & ALZHEIMER'S CARE CENTER,Hamilton,OH,For profit
365898,2,DIVINE REHABILITATION AND NURSING AT SYLVANIA,Lucas,OH,For profit
365907,4,FRANCISCAN CARE CTR SYLVANIA,Lucas,OH,Non profit
365922,1,SIENNA HILLS NURSING & REHABILITATION,Belmont,OH,For profit
365926,2,NORMANDY MANOR OF ROCKY RIVER,Cuyahoga,OH,For profit
365933,6,BUCKEYE TERRACE REHABILITATION AND NURSING CENTER,Franklin,OH,For profit
365936,2,LIBERTY RETIREMENT COMMUNITY OF LIMA INC,Allen,OH,For profit
365937,2,BRIAR HILL HEALTH CARE RESIDEN,Geauga,OH,For profit
365950,2,ARLINGTON COURT NURSING & REHABILITATION CENTER,Franklin,OH,For profit
365952,1,RIDGEWOOD MANOR,Lucas,OH,For profit
365953,1,OTTERBEIN ST MARYS RETIREMENT COMMUNITY,Auglaize,OH,Non profit
365980,2,FOREST HILLS CENTER,Franklin,OH,For profit
365988,0,WILLOW BROOK CHRISTIAN HOME,Franklin,OH,Non profit
365990,0,NEW DAWN REHABILITATION AND HEALTHCARE CENTER,Tuscarawas,OH,For profit
366022,0,MANOR AT PERRYSBURG,Wood,OH,For profit
366036,0,GLENDORA HEALTH CARE CENTER,Wayne,OH,For profit
366041,1,ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER,Lucas,OH,For profit
366042,1,SPRING MEADOWS NURSING & REHABILITATION CENTRE,Lucas,OH,For profit
366050,2,OTTERBEIN-CRIDERSVILLE,Auglaize,OH,Non profit
366068,1,ORCHARD VILLA,Lucas,OH,For profit
366092,0,BURTON HEALTH CARE CENTER,Geauga,OH,For profit
366094,1,CONTINUING HEALTHCARE OF GAHANNA,Franklin,OH,For profit
366096,1,SALEM WEST HEALTHCARE CENTER,Columbiana,OH,For profit
366101,3,ELIZA BRYANT CENTER,Cuyahoga,OH,Non profit
366127,0,WOODLANDS HEALTH AND REHAB CENTER,Portage,OH,For profit
366142,1,MILL RUN CARE CENTER,Franklin,OH,For profit
366144,0,MENNONITE MEMORIAL HOME,Allen,OH,Non profit
366175,2,CARECORE AT THE MEADOWS,Hamilton,OH,For profit
366183,1,SEASONS NURSING AND REHAB,Summit,OH,For profit
366186,2,HUMILITY HOUSE,Mahoning,OH,Non profit
366188,0,LUTHERAN HOME AT TOLEDO,Lucas,OH,Non profit
366195,1,BEEGHLY OAKS CENTER FOR REHABILITATION & HEALING,Mahoning,OH,For profit
366201,3,MAJESTIC CARE OF WHITEHALL,Franklin,OH,For profit
366207,2,ISABELLE RIDGWAY POST ACUTE  CARE CAMPUS LLC,Franklin,OH,For profit
366237,0,WADSWORTH POINTE,Medina,OH,For profit
366240,0,WESTERN RESERVE MASONIC COMM,Medina,OH,Non profit
366242,0,SUNSET VILLAGE,Lucas,OH,Non profit
366252,1,MEADOWS OF LEIPSIC,Putnam,OH,For profit
366271,0,JACKSON RIDGE REHABILITATION AND CARE CENTER,Stark,OH,For profit
366278,2,STOW GLEN HEALTH CARE CENTER,Summit,OH,For profit
366281,1,WINDSOR HOUSE AT CHAMPION,Trumbull,OH,For profit
366289,1,CONCORDIA AT SUMNER,Summit,OH,Non profit
366296,0,CEDARS OF LEBANON CARE CENTER,Warren,OH,For profit
366297,0,LIMA CONVALESCENT HOME,Allen,OH,Non profit
366298,2,"ALTERCARE OF NOBLES POND, INC",Stark,OH,For profit
366305,0,KINGSTON CARE CENTER OF SYLVANIA,Lucas,OH,For profit
366312,0,THE GARDENS OF ST. FRANCIS,Lucas,OH,Non profit
366317,0,PROMEDICA GOERLICH CENTER,Lucas,OH,Non profit
366319,1,TWIN LAKES,Hamilton,OH,Non profit
366328,1,LAURELS OF TOLEDO SKILLED NURSING AND REHABILITATI,Lucas,OH,For profit
366333,1,SCENIC POINTE NURSING AND REHAB CTR,Holmes,OH,For profit
366334,2,"BETHANY NURSING HOME, INC",Stark,OH,For profit
366343,0,MANORCARE HEALTH SERVICES -  PARMA,Cuyahoga,OH,Non profit
366346,2,MANOR OF GRANDE VILLAGE,Summit,OH,For profit
366361,1,OTTERBEIN MONCLOVA,Lucas,OH,Non profit
366367,0,ALTERCARE OF CANAL WINCHESTER POST-ACUTE RC,Franklin,OH,For profit
366375,1,MASTERNICK MEMORIAL HEALTH CARE CENTER,Mahoning,OH,For profit
366382,0,SAYBROOK LANDING,Ashtabula,OH,For profit
366383,1,MCGREGOR AT OVERLOOK,Cuyahoga,OH,Non profit
366403,0,BATH CREEK ESTATES,Summit,OH,For profit
366406,1,LAKES OF MONCLOVA HEALTH CAMPUS THE,Lucas,OH,For profit
366418,3,HEARTLAND OF DUBLIN,Franklin,OH,Non profit
366432,3,SANCTUARY POINTE NURSING & REHABILITATION CENTER,Hamilton,OH,For profit
366435,2,GRAND THE,Franklin,OH,For profit
366440,3,HIGHLAND POINTE HEALTH & REHAB CENTER,Cuyahoga,OH,For profit
366441,3,SEVEN HILLS HEALTH & REHAB CENTER,Cuyahoga,OH,For profit
366457,3,THE LAURELS OF GAHANNA,Franklin,OH,For profit
366460,0,CANFIELD ACRES LLC DBA WINDSOR HOUSE AT CANFIELD,Mahoning,OH,For profit
375110,1,BARTLESVILLE HEALTH AND REHABILITATION COMMUNITY,Washington,OK,For profit
375122,2,GRACE LIVING CENTER-NORMAN,Cleveland,OK,For profit
375146,1,BROADWAY MANOR NURSING HOME,Muskogee,OK,For profit
375151,2,CAPITOL HILL SKILLED NURSING AND THERAPY,Oklahoma,OK,For profit
375207,0,GRACE LIVING CENTER-MANGUM,Greer,OK,For profit
375245,2,NOBLE HEALTH CARE CENTER,Cleveland,OK,Government
375293,3,"SKIATOOK NURSING HOME,LLC",Osage,OK,For profit
375304,1,COWETA MANOR NURSING HOME,Wagoner,OK,For profit
375384,0,NEW HOPE RETIREMENT & CARE CENTER,Pittsburg,OK,For profit
375412,1,PARCWAY,Oklahoma,OK,For profit
375439,2,PONCA CITY NURSING & REHABILITATION CENTER,Kay,OK,For profit
375454,0,"OKLAHOMA METHODIST MANOR, INC.",Tulsa,OK,Non profit
375461,1,BROOKHAVEN EXTENSIVE CARE,Cleveland,OK,For profit
375525,1,FRANCISCAN VILLA,Tulsa,OK,For profit
375546,0,THE VILLAGES AT SOUTHERN HILLS,Tulsa,OK,For profit
375551,2,MEDICAL PARK WEST REHABILITATION & SKILLED CARE,Cleveland,OK,For profit
375572,1,BEACON RIDGE,Creek,OK,For profit
375573,1,CROSS TIMBERS NURSING AND REHABILIATION,Oklahoma,OK,For profit
37E052,2,HOLIDAY HEIGHTS HEALTHCARE,Cleveland,OK,For profit
37E082,2,SEILING NURSING CENTER,Dewey,OK,Government
385010,1,LAURELHURST VILLAGE,Multnomah,OR,For profit
385068,1,VILLAGE HEALTH CARE,Multnomah,OR,For profit
385072,2,CORVALLIS MANOR,Benton,OR,For profit
385121,0,FRIENDSHIP HEALTH CENTER,Multnomah,OR,Non profit
385195,1,AVAMERE REHABILITATION OF BEAVERTON,Washington,OR,For profit
385214,0,MARQUIS MILL PARK,Multnomah,OR,For profit
385240,2,MARQUIS MARIAN ESTATES,Marion,OR,For profit
385241,3,THE OAKS AT SHERWOOD PARK,Marion,OR,For profit
385251,2,AVAMERE REHABILITATION OF HILLSBORO,Washington,OR,For profit
385257,0,OREGON VETERANS HOME,Wasco,OR,Non profit
385280,1,LEBANON VETERANS HOME,Linn,OR,Non profit
385281,0,HEALTHCARE AT FOSTER CREEK,Multnomah,OR,For profit
38E075,3,TIERRA ROSE CARE CENTER,Marion,OR,For profit
38E173,1,CORNERSTONE CARE OPTION,Multnomah,OR,For profit
395015,3,BRIGHTON REHABILITATION AND WELLNESS CENTER,Beaver,PA,For profit
395199,1,MANORCARE HEALTH SERVICES-LANCASTER,Lancaster,PA,Non profit
395224,0,HAMILTON ARMS CENTER,Lancaster,PA,For profit
395328,0,BRETHREN VILLAGE,Lancaster,PA,Non profit
395429,0,MANORCARE HEALTH SERVICES-BETHLEHEM (2021),Lehigh,PA,Non profit
395476,1,NORTHAMPTON COUNTY-GRACEDALE,Northampton,PA,Government
395559,2,"MENNONITE HOME, THE",Lancaster,PA,Non profit
395605,1,ST BARNABAS NURSING HOME,Allegheny,PA,Non profit
395628,1,RENAISSANCE HEALTHCARE & REHABILITATION CENTER,Philadelphia,PA,For profit
395643,1,JOHN J KANE REGIONAL CENTER-GL,Allegheny,PA,Government
395720,0,"HOMESTEAD VILLAGE, INC",Lancaster,PA,Non profit
395786,0,PLEASANT VIEW COMMUNITIES,Lancaster,PA,Non profit
395797,0,LANDIS HOMES,Lancaster,PA,Non profit
395939,0,LEHIGH CENTER,Lehigh,PA,For profit
396079,0,GARDEN SPOT VILLAGE,Lancaster,PA,Non profit
39A435,0,SOUTHEASTERN PENNSYLVANIA VETERAN'S CENTER,Chester,PA,Government
415024,0,HALLWORTH HOUSE,Providence,RI,Non profit
415027,0,OAK HILL HEALTH & REHABILITATION CENTER,Providence,RI,For profit
415028,0,WEST SHORE HEALTH CENTER,Kent,RI,For profit
415029,0,GOLDEN CREST NURSING CENTRE,Providence,RI,For profit
415035,1,HOPKINS MANOR LTD,Providence,RI,For profit
415038,1,BANNISTER CTR FOR REHABILITATION AND HEALTH CARE,Providence,RI,For profit
415039,0,HERITAGE HILLS NURSING & REHABILITATION CENTER,Providence,RI,For profit
415041,0,WOONSOCKET HEALTH CENTRE,Providence,RI,For profit
415050,0,SAINT ELIZABETH MANOR EAST BAY,Bristol,RI,Non profit
415052,0,CHARLESGATE NURSING CENTER,Providence,RI,For profit
415054,0,SOUTH KINGSTOWN NURSING AND REHAB CTR,Washington,RI,For profit
415056,0,EVERGREEN HOUSE HEALTH CENTER,Providence,RI,For profit
415059,0,ORCHARD VIEW MANOR,Providence,RI,For profit
415061,0,BRENTWOOD NURSING HOME,Kent,RI,For profit
415063,1,SCALABRINI VILLA,Washington,RI,Non profit
415067,0,WEST VIEW NURSING AND REHABILIATION CENTER,Kent,RI,For profit
415074,0,VILLAGE HOUSE NURSING & REHABILITATION CENTER,Newport,RI,For profit
415082,2,RIVERVIEW HEALTHCARE COMMUNITY,Kent,RI,For profit
415084,0,ELMHURST REHABILITATION & HEALTHCARE CENTER,Providence,RI,For profit
415085,2,MOUNT ST RITA HEALTH CENTRE,Providence,RI,Non profit
415087,0,GREENVILLE SKILLED NURSING AND REHABILITATION,Providence,RI,For profit
415096,0,BETHANY HOME OF RHODE ISLAND,Providence,RI,Non profit
415099,0,CRYSTAL LAKE REHABILITATION AND CARE CENTER,Providence,RI,For profit
415106,1,ST ANTOINE RESIDENCE,Providence,RI,Non profit
415108,0,HARRIS HEALTH CARE CENTER NORTH,Providence,RI,For profit
415110,0,OAKLAND GROVE HEALTH CARE CENTER,Providence,RI,For profit
415119,1,BERKSHIRE PLACE,Providence,RI,For profit
415129,0,SUMMIT COMMONS REHABILITATION AND HEALTH CARE CNT,Providence,RI,For profit
425004,0,BRUSHY CREEK POST ACUTE,Greenville,SC,For profit
425008,0,HEARTLAND OF COLUMBIA REHAB AND NURSING CENTER,Richland,SC,For profit
425013,1,PRUITTHEALTH- COLUMBIA,Richland,SC,For profit
425014,2,CARLYLE SENIOR CARE OF AIKEN,Aiken,SC,For profit
425027,1,MOUNTAINVIEW NURSING HOME,Spartanburg,SC,Non profit
425032,0,MAGNOLIA MANOR - INMAN,Spartanburg,SC,For profit
425042,0,GREENVILLE POST ACUTE,Greenville,SC,For profit
425067,2,BAYVIEW MANOR,Beaufort,SC,For profit
425074,0,C M TUCKER JR NURSING CARE,Richland,SC,Government
425075,0,PRISMA HEALTH-LILA DOYLE,Oconee,SC,For profit
425100,1,THE HERITAGE AT LOWMAN REHAB AND HEALTHCARE,Richland,SC,Non profit
425102,1,POINSETT REHABILITATION AND HEALTHCARE CENTER,Greenville,SC,For profit
425103,0,JOHN EDWARD HARTER NURSING CENTER,Allendale,SC,For profit
425106,0,HEARTLAND HEALTH CARE CENTER - GREENVILLE EAST,Greenville,SC,Non profit
425112,0,"SIMPSONVILLE REHABILITATION AND HEALTHCARE CENTER,",Greenville,SC,For profit
425114,2,WINDSOR MANOR,Clarendon,SC,Non profit
425128,0,WHITE OAK MANOR - CHARLESTON,Charleston,SC,For profit
425138,0,GREER REHABILITATION AND HEALTHCARE CENTER,Greenville,SC,For profit
425150,1,FRASER HEALTH CENTER,Beaufort,SC,Non profit
425158,1,RIDGEWAY MANOR HEALTHCARE CENTER,Fairfield,SC,For profit
425159,1,ROCK HILL POST ACUTE CARE CENTER,York,SC,For profit
425174,0,MCCOY MEMORIAL NURSING CENTER,Lee,SC,For profit
425287,1,MAGNOLIA MANOR - COLUMBIA,Richland,SC,For profit
425289,2,HEARTLAND HEALTH AND REHABILITATION CARE CENTER-HA,Charleston,SC,For profit
425300,1,LAKE MARION NURSING FACILITY,Clarendon,SC,Non profit
425311,1,"ANCHOR REHAB AND HEALTHCARE CENTER OF AIKEN, LLC",Aiken,SC,For profit
425321,1,L.M.C.- EXTENDED CARE,Lexington,SC,Government
425372,2,BETHEA BAPTIST HEALTHCARE CENTER,Darlington,SC,Non profit
425376,0,ROSECREST REHABILITATION AND HEALTHCARE CENTER,Spartanburg,SC,Non profit
425385,1,WILDEWOOD DOWNS,Richland,SC,For profit
425397,0,NHC HEALTHCARE - BLUFFTON,Jasper,SC,For profit
425408,0,WHITE OAK AT NORTH GROVE INC,Spartanburg,SC,For profit
435045,1,GOOD SAMARITAN SOCIETY SIOUX FALLS VILLAGE,Minnehaha,SD,Non profit
445033,3,NASHVILLE COMMUNITY CARE & REHABILITATION AT BORDE,Davidson,TN,For profit
445112,0,TREVECCA CENTER FOR REHABILITATION AND HEALING LLC,Davidson,TN,For profit
445127,1,"NHC HEALTHCARE, FRANKLIN",Williamson,TN,For profit
445136,0,SIGNATURE HEALTHCARE OF PUTNAM COUNTY,Putnam,TN,For profit
445183,3,"GALLATIN HEALTH CARE CENTER, LLC",Sumner,TN,For profit
445218,1,GRACE HEALTHCARE OF CORDOVA,Shelby,TN,For profit
445221,0,THE KINGS DAUGHTERS AND SONS,Shelby,TN,Non profit
445235,0,BOULEVARD TERRACE REHABILITATION AND NURSING HOME,Rutherford,TN,For profit
445262,0,AHC CUMBERLAND,Davidson,TN,For profit
445298,0,LIFE CARE CENTER OF ATHENS,Mc Minn,TN,For profit
445339,2,BAILEY PARK CLC,Gibson,TN,For profit
445387,0,PARKWAY HEALTH AND REHABILITATION CENTER,Shelby,TN,For profit
445453,2,AHC FOREST COVE,Madison,TN,For profit
445463,1,BELLS NURSING AND REHABILITATION CENTER,Crockett,TN,For profit
445475,1,NHC PLACE AT COOL SPRINGS,Williamson,TN,For profit
445482,2,THE VILLAGE AT GERMANTOWN,Shelby,TN,Non profit
445488,0,SOMERFIELD AT THE HERITAGE,Williamson,TN,For profit
445512,1,NASHVILLE CENTER FOR REHABILITATION AND HEALING LL,Davidson,TN,For profit
445519,0,NHC PLACE SUMNER,Sumner,TN,For profit
445522,0,CHRISTIAN CARE CENTER OF MEMPHIS,Shelby,TN,For profit
455653,2,SKYLINE NURSING CENTER,Dallas,TX,For profit
455763,2,HUGULEY NURSING & REHAB CENTER,Johnson,TX,Non profit
455866,1,BROOKDALE WESTLAKE HILLS,Travis,TX,For profit
455925,2,VERANDA REHABILITATION AND HEALTHCARE,Cameron,TX,For profit
465069,0,MT OGDEN HEALTH AND REHABILITATION CENTER,Weber,UT,Government
46A064,1,PINE CREEK REHABILITATION AND NURSING,Salt Lake,UT,For profit
475003,0,BIRCHWOOD TERRACE REHAB & HEALTHCARE,Chittenden,VT,For profit
475014,1,BURLINGTON HEALTH & REHAB,Chittenden,VT,For profit
475029,0,CENTERS FOR LIVING AND REHAB,Bennington,VT,Non profit
495096,1,WESTMINSTER-CANTERBURY OF RICHMOND,Henrico,VA,Non profit
495272,0,CANTERBURY REHABILITATION & HEALTH CARE CENTER,Goochland,VA,For profit
505004,3,ISSAQUAH NURSING AND REHABILITATION CENTER,King,WA,For profit
505009,0,PARK RIDGE CARE CENTER,King,WA,For profit
505010,2,GARDEN VILLAGE,Yakima,WA,Non profit
505017,3,WASHINGTON CENTER FOR COMPREHE,King,WA,Government
505027,1,"HEARTHSTONE, THE",King,WA,Non profit
505042,2,BALLARD  CENTER,King,WA,For profit
505069,2,CRISTA REHAB & SKILLED CARE,King,WA,Non profit
505070,1,LIFE CARE CENTER OF RICHLAND,Benton,WA,For profit
505085,0,"CRESCENT HEALTH CARE, INC",Yakima,WA,For profit
505096,1,TOPPENISH NURSING & REHAB CENTER,Yakima,WA,For profit
505098,1,SHUKSAN HEALTHCARE CENTER,Whatcom,WA,For profit
505126,4,AVALON HEALTH & REHABILITATION CENTER - PASCO,Franklin,WA,For profit
505181,1,REDMOND CARE AND REHABILITATION CENTER,King,WA,For profit
505182,0,PROVIDENCE MOUNT ST VINCENT,King,WA,Non profit
505204,1,QUEEN ANNE HEALTHCARE,King,WA,For profit
505214,3,THE OAKS AT FOREST BAY,King,WA,For profit
505216,3,SOUNDVIEW REHABILTATION AND HEALTH CARE INC,Skagit,WA,For profit
505236,3,ALDERCREST HEALTH & REHAB CENTER,Snohomish,WA,For profit
505239,2,PARK ROSE CARE CENTER,Pierce,WA,For profit
505243,1,OLYMPIA TRANSITIONAL CARE AND REHABILITATION,Thurston,WA,For profit
505262,4,SHORELINE HEALTH AND REHABILITATION,King,WA,For profit
